id,line,longitude,latitude,name
1710,에버라인,127.1986559,37.2373025,김량장
179,1호선,126.9432978,37.3723648,금정
1830,경춘선,127.7166579,37.8844444,춘천
11001,의정부경전철,127.0529099,37.7269917,발곡
11122,수인분당선,126.7426408,37.3918973,월곶
11121,수인분당선,126.7388048,37.362651,오이도
11003,의정부경전철,127.043664,37.7287961,범골
11124,수인분당선,126.7224215,37.4006386,인천논현
11002,의정부경전철,127.0471083,37.7250156,회룡
11123,수인분당선,126.733547,37.4009748,소래포구
11005,의정부경전철,127.0348665,37.7392416,의정부시청
11126,수인분당선,126.6952494,37.407784,남동인더스파크
1715,에버라인,127.2195318,37.285388,전대에버랜드
11004,의정부경전철,127.043317,37.7372914,경전철의정부
11125,수인분당선,126.7086973,37.4016352,호구포
1714,에버라인,127.2136254,37.2671545,둔전
11007,의정부경전철,127.0496635,37.7436839,의정부중앙
11128,수인분당선,126.6788826,37.4178721,연수
1713,에버라인,127.2184648,37.259028,보평
11006,의정부경전철,127.0371208,37.7432932,흥선
11127,수인분당선,126.6866059,37.4130941,원인재
11010,의정부경전철,127.0716381,37.750696,경기도청북부청사
11131,수인분당선,126.6498422,37.4482143,인하대
180,1호선,126.9485391,37.3540063,군포
181,1호선,126.9481135,37.32041,의왕
182,1호선,126.9711633,37.3003158,성균관대
183,1호선,126.9895864,37.2839988,화서
184,1호선,127.0000339,37.2662505,수원
185,1호선,127.0137092,37.2441818,세류
186,1호선,127.0332632,37.206849,병점
187,1호선,127.0432867,37.1872948,세마
188,1호선,127.0631028,37.169296,오산대
189,1호선,127.0667065,37.1453975,오산
11012,의정부경전철,127.0838461,37.7505337,곤제
11133,수인분당선,126.6245247,37.4684547,신포
1609,경의중앙선,126.9275504,37.5571098,홍대입구
11011,의정부경전철,127.0772341,37.753924,효자
11132,수인분당선,126.638075,37.4609117,숭의
1608,경의중앙선,126.9354452,37.5521672,서강대
11014,의정부경전철,127.0872089,37.7372812,송산
1607,경의중앙선,126.9519483,37.542533,공덕
11013,의정부경전철,127.0852264,37.7426961,어룡
11134,수인분당선,126.6173965,37.4765047,인천
1606,경의중앙선,126.9625371,37.5386082,효창공원앞
11015,의정부경전철,127.0889136,37.7335065,탑석
190,1호선,127.0623535,37.1097791,진위
191,경의중앙선,127.0481155,37.5803033,청량리
192,경의중앙선,127.0385273,37.5615074,왕십리
193,경의중앙선,127.034487,37.5499582,응봉
195,경의중앙선,127.0186724,37.5404742,옥수
196,경의중앙선,127.0090019,37.5293678,한남
197,경의중앙선,126.9883749,37.5196188,서빙고
198,경의중앙선,126.9736508,37.5223792,이촌
1613,경의중앙선,126.9004835,37.5775083,디지털미디어시티
199,1호선,127.0165891,37.5732462,동묘앞
1612,경의중앙선,126.9149612,37.5687984,가좌
1611,경의중앙선,126.9423666,37.5597706,신촌
1610,경의중앙선,126.971333,37.5564073,서울역
1619,경의중앙선,126.8017185,37.645903,곡산
1618,경의중앙선,126.8097732,37.6319767,대곡
1617,경의중앙선,126.8208545,37.6187476,능곡
1616,경의중앙선,126.8343171,37.612119,행신
1615,경의중앙선,126.8683865,37.6029081,화전
1614,경의중앙선,126.8956951,37.5808606,수색
1624,경의중앙선,126.7670809,37.7254269,운정
1623,경의중앙선,126.7611803,37.6938932,탄현
1622,경의중앙선,126.7700598,37.6820088,일산
1621,경의중앙선,126.7863663,37.6721825,풍산
1620,경의중앙선,126.7944965,37.6582116,백마
1509,수인분당선,127.0479431,37.5806305,청량리
1629,경의중앙선,126.7878411,37.854587,문산
1628,경의중앙선,126.7924505,37.8153925,파주
1627,경의중앙선,126.792609,37.7962173,월롱
1626,경의중앙선,126.7745325,37.7661205,금촌
1625,경의중앙선,126.7654255,37.7513071,금릉
1635,경의중앙선,126.8444681,37.6122702,강매
1514,수인분당선,127.043642,37.5109245,선정릉
1513,수인분당선,127.0414041,37.5168484,강남구청
1512,수인분당선,127.040572,37.5273936,압구정로데오
1511,수인분당선,127.04469,37.543654,서울숲
1631,경의중앙선,126.7469467,37.888424,임진강
1510,수인분당선,127.0387123,37.5615059,왕십리
1630,경의중앙선,126.769768,37.8798773,운천
1519,수인분당선,127.0664956,37.4891822,개포동
1518,수인분당선,127.0593452,37.4870094,구룡
1517,수인분당선,127.0553677,37.490994,도곡
1516,수인분당선,127.0528945,37.4962147,한티
1636,경의중앙선,126.7614037,37.7126654,야당
1515,수인분당선,127.0486062,37.5052768,선릉
1404,1호선,127.0858115,36.9902563,평택
1525,수인분당선,127.1290663,37.4321781,모란
1403,1호선,127.0704713,37.0188715,평택지제
1524,수인분당선,127.127755,37.439869,태평
1402,1호선,127.0528735,37.0566264,서정리
1523,수인분당선,127.1266925,37.4487387,가천대
1401,1호선,127.0543827,37.0755124,송탄
1522,수인분당선,127.1266572,37.4698373,복정
1521,수인분당선,127.1009107,37.4879265,수서
1520,수인분당선,127.072761,37.4913748,대모산입구
1409,1호선,127.136151,36.8014599,봉명
1408,1호선,127.1464204,36.8101973,천안
1529,수인분당선,127.1142328,37.3784451,수내
1407,1호선,127.1489002,36.8338773,두정
1528,수인분당선,127.1234021,37.3849937,서현
1406,1호선,127.1437886,36.8708919,직산
1527,수인분당선,127.128286,37.3958531,이매
1405,1호선,127.1269818,36.9160158,성환
1526,수인분당선,127.1286745,37.4113197,야탑
1415,1호선,127.0031778,36.7805415,온양온천
1536,수인분당선,127.1113234,37.2861338,신갈
1535,수인분당선,127.1056769,37.2989066,구성
1413,1호선,127.0528422,36.7775922,배방
1534,수인분당선,127.1073978,37.3245825,죽전
1412,1호선,127.0846381,36.7882704,탕정
1533,수인분당선,127.1082321,37.3127473,보정
1411,1호선,127.104573,36.7921184,아산
1532,수인분당선,127.1089962,37.3398231,오리
1410,1호선,127.1213596,36.7937596,쌍용
1531,수인분당선,127.1089006,37.3507506,미금
1530,수인분당선,127.1080884,37.3661631,정자
1539,수인분당선,127.0789586,37.25948,청명
1538,수인분당선,127.1087467,37.2618059,상갈
1416,1호선,126.9517949,36.7697881,신창
1537,수인분당선,127.1159514,37.2756463,기흥
1305,경의중앙선,127.3730572,37.5255784,신원
1304,경의중앙선,127.3994612,37.5161955,국수
1303,경의중앙선,127.4432995,37.5139483,아신
1545,수인분당선,127.0011398,37.2665472,수원
1302,경의중앙선,127.4918585,37.4926683,양평
1544,수인분당선,127.0157171,37.2655124,매교
1301,경의중앙선,127.5466435,37.468719,원덕
1543,수인분당선,127.0311206,37.2618511,수원시청
1300,경의중앙선,127.5942681,37.482095,용문
1542,수인분당선,127.0406611,37.2527042,매탄권선
1541,수인분당선,127.0573753,37.2458072,망포
1540,수인분당선,127.0713409,37.2515233,영통
1309,경의중앙선,127.2227421,37.5796446,도심
1308,경의중앙선,127.2439137,37.5473258,팔당
1307,경의중앙선,127.3099366,37.554742,운길산
1306,경의중앙선,127.3291446,37.5459415,양수
1316,경의중앙선,127.0758326,37.5949042,중랑
1315,경의중앙선,127.0923538,37.5993046,망우
1314,경의중앙선,127.1080081,37.6066358,양원
1313,경의중앙선,127.1434278,37.6032734,구리
1312,경의중앙선,127.1611277,37.6087585,도농
1311,경의중앙선,127.1947468,37.603994,양정
1310,경의중앙선,127.2088138,37.5869169,덕소
1318,경의중앙선,126.9650028,37.5295775,용산
1317,경의중앙선,127.0570622,37.5891955,회기
901,9호선,126.7969922,37.5784637,개화
902,9호선,126.8027857,37.5618623,김포공항
903,9호선,126.8106594,37.563793,공항시장
904,9호선,126.8173535,37.5675126,신방화
905,9호선,126.8272818,37.5667761,마곡나루
906,9호선,126.8418407,37.5681281,양천향교
